name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude
MANTIN HEIGHTS・TOWER 8,Low Floor・FLAT B・2 Rooms,Ho Man Tin,11.18M,575ft²,,https://hk.centanet.com/findproperty/en/detail/MANTIN-HEIGHTS-TOWER-8_MMW829?theme=buy,22.318507,114.1755339
Sereno Verde,Middle Floor・FLAT F・1 Room,Yuen Long Southeast,3.3M,270ft²,,https://hk.centanet.com/findproperty/en/detail/Sereno-Verde_GAE042?theme=buy,22.4445376,114.0222076
Manor Centre・Block 6,Middle Floor・FLAT C・2 Rooms,Cheung Sha Wan,4M,306ft²,374ft²,https://hk.centanet.com/findproperty/en/detail/Manor-Centre-Block-6_MUN426?theme=buy,22.3358055,114.1494892
Grand Promenade・TOWER 5,High Floor・FLAT F・2 Rooms,Sai Wan Ho,10.8M,498ft²,673ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Promenade-TOWER-5_DKB692?theme=buy,22.2824738,114.2227035
Parc Oasis・TOWER 27 (35 GRANDEUR RD),High Floor・FLAT A・3 Rooms・(1 Suite),Yau Yat Tsuen,13M,606ft²,758ft²,https://hk.centanet.com/findproperty/en/detail/Parc-Oasis-TOWER-27-(35-GRANDEUR-RD)_MKD309?theme=buy,22.3312462,114.1744039
Aqua Marine・Tower 5,Low Floor・FLAT D・2 Rooms,Four Little Dragons,7.2M,502ft²,,https://hk.centanet.com/findproperty/en/detail/Aqua-Marine-Tower-5_MPC291?theme=buy,,
SHEUNGSHUI TOWN CENTER・ROME COURT (BLOCK 4),1 Room,Sheung Shui,4.68M,391ft²,522ft²,https://hk.centanet.com/findproperty/en/detail/SHEUNGSHUI-TOWN-CENTER-ROME-COURT-(BLOCK-4)_ENA657?theme=buy,22.5112008,114.1260991
Whampoa Garden・Phase 5 Oak Mansions・Block 5,Low Floor・FLAT F・3 Rooms,Whampoa,7.5M,680ft²,788ft²,https://hk.centanet.com/findproperty/en/detail/Whampoa-Garden-Phase-5-Oak-Mansions-Block-5_SGA640?theme=buy,1.3245132,103.8572252
Lei King Wan・SITES C・Block 9 Yee Cheung Mansion,Low Floor・FLAT D・2 Rooms,Sai Wan Ho,8.6M,539ft²,630ft²,https://hk.centanet.com/findproperty/en/detail/Lei-King-Wan-SITES-C-Block-9-Yee-Cheung-Mansion_DIW843?theme=buy,22.2824738,114.2227035
YEE KOK COURT・YEE MEI HOUSE (BLOCK B),Low Floor・FLAT 4・2 Rooms,Cheung Sha Wan,5.6M,530ft²,684ft²,https://hk.centanet.com/findproperty/en/detail/YEE-KOK-COURT-YEE-MEI-HOUSE-(BLOCK-B)_MUS614?theme=buy,22.3358055,114.1494892
Fortune Plaza,Low Floor・2 Rooms,Tai Po Town Centre,4.09M,339ft²,454ft²,https://hk.centanet.com/findproperty/en/detail/Fortune-Plaza_AMJ286?theme=buy,22.4423218,114.1655064
Regence Royale・TOWER 2,Middle Floor・FLAT A・3 Rooms・(1 Suite),Mid-Levels Central,97M,"3,738ft²",,https://hk.centanet.com/findproperty/en/detail/Regence-Royale-TOWER-2_TGI927?theme=buy,22.2838464,114.1549689
Ching Wah Court・Wah Suen House (Block B),Low Floor・FLAT 13・1 Room,Tsing Yi,3.25M,351ft²,473ft²,https://hk.centanet.com/findproperty/en/detail/Ching-Wah-Court-Wah-Suen-House-(Block-B)_FDA959?theme=buy,22.3474872,114.1023164
GREENFIELD GARDEN・PHASE 1・TOWER 3,High Floor・FLAT F・2 Rooms,Tsing Yi,4.9M,368ft²,485ft²,https://hk.centanet.com/findproperty/en/detail/GREENFIELD-GARDEN-PHASE-1-TOWER-3_FCE260?theme=buy,22.3474872,114.1023164
Discovery Bay・Phase 10 Neo Horizon,House・2 Rooms,Discovery Bay,6.1M,582ft²,750ft²,https://hk.centanet.com/findproperty/en/detail/Discovery-Bay-Phase-10-Neo-Horizon_LFG788?theme=buy,37.9085357,-121.6002291
Yuccie Square・Tower 5,Low Floor・FLAT G・2 Rooms,Long Ping,6.1M,428ft²,,https://hk.centanet.com/findproperty/en/detail/Yuccie-Square-Tower-5_CVT220?theme=buy,,
Twin Regency,1 Room,Long Ping,5.6M,433ft²,,https://hk.centanet.com/findproperty/en/detail/Twin-Regency_CVU514?theme=buy,,
KINGSWOOD VILLAS・PHASE 6 MAYWOOD COURT・BLOCK 2,3 Rooms,Tin Shui Wai,4.8M,544ft²,708ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-PHASE-6-MAYWOOD-COURT-BLOCK-2_CJD318?theme=buy,22.4606419,114.0041996
KA ON BUILDING・BLOCK A,FLAT 1・1 Room,Kennedy Town,10.5M,517ft²,701ft²,https://hk.centanet.com/findproperty/en/detail/KA-ON-BUILDING-BLOCK-A_LDO030?theme=buy,22.2822235,114.1292619
VANTAGE PARK・BLOCK 1,FLAT B・3 Rooms,Mid-Levels West,15.5M,695ft²,900ft²,https://hk.centanet.com/findproperty/en/detail/VANTAGE-PARK-BLOCK-1_LAL520?theme=buy,22.2839605,114.1439586
FRIENDSHIP COURT,3 Rooms,Happy Valley,12M,783ft²,,https://hk.centanet.com/findproperty/en/detail/FRIENDSHIP-COURT_TAP562?theme=buy,,
CETUS‧SQUARE MILE・TOWER 1,FLAT G・Studio,Tai Kok Tsui,4.1M,194ft²,,https://hk.centanet.com/findproperty/en/detail/CETUS%E2%80%A7SQUARE-MILE-TOWER-1_UIA078?theme=buy,22.3198474,114.1620857
Seaview Mansion,Middle Floor・FLAT A・3 Rooms,Mid-Levels Central,26.8M,"1,456ft²",,https://hk.centanet.com/findproperty/en/detail/Seaview-Mansion_TGD663?theme=buy,22.2838464,114.1549689
KINGSWOOD VILLAS・PHASE 7 KENSWOOD COURT,Low Floor・FLAT G・3 Rooms,Tin Shui Wai,4.6M,547ft²,709ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-PHASE-7-KENSWOOD-COURT_CJS028?theme=buy,22.4606419,114.0041996
YORK PLACE,High Floor・FLAT B・3 Rooms・(1 Suite),Wan Chai,28.8M,777ft²,"1,115ft²",https://hk.centanet.com/findproperty/en/detail/YORK-PLACE_TDU810?theme=buy,22.276022,114.1751471
IMPERIAL CULLINAN・TOWER 8,FLAT E・3 Rooms,Olympic Station,19M,913ft²,"1,167ft²",https://hk.centanet.com/findproperty/en/detail/IMPERIAL-CULLINAN-TOWER-8_UAC649?theme=buy,,
AMOY GARDENS・PHASE 1・BLOCK F,High Floor・FLAT 7・2 Rooms,Kowloon Bay,4.99M,375ft²,482ft²,https://hk.centanet.com/findproperty/en/detail/AMOY-GARDENS-PHASE-1-BLOCK-F_SRO901?theme=buy,22.3080749,114.2018982
Palm Springs,3 Rooms,Palm Springs | Fairview,14M,"1,372ft²","2,021ft²",https://hk.centanet.com/findproperty/en/detail/Palm-Springs_EJB328?theme=buy,33.8302961,-116.5452921
Hing Wah Apartments,Middle Floor・FLAT C・2 Rooms,Cheung Sha Wan,4.68M,328ft²,488ft²,https://hk.centanet.com/findproperty/en/detail/Hing-Wah-Apartments_MMI573?theme=buy,22.3358055,114.1494892
Avignon・TOWER 11,Middle Floor・FLAT D・2 Rooms,So Kwun Wat,5.5M,554ft²,715ft²,https://hk.centanet.com/findproperty/en/detail/Avignon-TOWER-11_CDH304?theme=buy,22.3754639,113.9987128
Tai Hing Gardens,2 Rooms,Tuen Mun North,3.68M,428ft²,544ft²,https://hk.centanet.com/findproperty/en/detail/Tai-Hing-Gardens_CFE818?theme=buy,22.3908295,113.9725126
Oceanaire・Tower 3A,Middle Floor・FLAT C・3 Rooms,Ma On Shan,10.88M,811ft²,"1,063ft²",https://hk.centanet.com/findproperty/en/detail/Oceanaire-Tower-3A_EMD824?theme=buy,22.4276756,114.2402751
Bisney Terrace,FLAT H・2 Rooms,Pok Fu Lam,18.5M,864ft²,"1,129ft²",https://hk.centanet.com/findproperty/en/detail/Bisney-Terrace_LIM541?theme=buy,22.2679201,114.1290719
MEI FOO SUN CHUEN・PHASE 3・41-43 BROADWAY,High Floor・FLAT A NO. 43・3 Rooms,Mei Foo,6.98M,653ft²,,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-PHASE-3-41-43-BROADWAY_MOG157?theme=buy,22.3366356,114.1402195
LEI KING WAN・Sites B・BLOCK 6 YAT HONG MANSION,High Floor・FLAT F・2 Rooms,Sai Wan Ho,7.48M,485ft²,571ft²,https://hk.centanet.com/findproperty/en/detail/LEI-KING-WAN-Sites-B-BLOCK-6-YAT-HONG-MANSION_DIJ087?theme=buy,22.2824738,114.2227035
Majestic Park・Block 5,Middle Floor・FLAT E・2 Rooms,Ma Tau Wai,8.28M,510ft²,645ft²,https://hk.centanet.com/findproperty/en/detail/Majestic-Park-Block-5_SEH495?theme=buy,22.3223949,114.1862935
Caldecott Hill・BLOCK 1,Low Floor・FLAT C・3 Rooms・(1 Suite),Lung Ping,8.9M,755ft²,987ft²,https://hk.centanet.com/findproperty/en/detail/Caldecott-Hill-BLOCK-1_MFA022?theme=buy,,
Kiu Wang Mansion,Middle Floor・FLAT E・3 Rooms,Ho Man Tin,11.8M,970ft²,,https://hk.centanet.com/findproperty/en/detail/Kiu-Wang-Mansion_MGI321?theme=buy,22.318507,114.1755339
FAIRVIEW PARK,3 Rooms,Palm Springs | Fairview,13.6M,"1,035ft²",,https://hk.centanet.com/findproperty/en/detail/FAIRVIEW-PARK_EHC825?theme=buy,33.8302961,-116.5452921
The Visionary・TOWER 8,Low Floor・3 Rooms・(1 Suite),Tung Chung Town Centre,13M,"1,033ft²",,https://hk.centanet.com/findproperty/en/detail/The-Visionary-TOWER-8_FGT481?theme=buy,22.2873743,113.9425086
Twin Regency・Tower 1,Middle Floor・2 Rooms,Long Ping,5.68M,454ft²,,https://hk.centanet.com/findproperty/en/detail/Twin-Regency-Tower-1_CVU550?theme=buy,,
Golden May Mansion,Low Floor・FLAT C・3 Rooms,Kowloon Tong,19.8M,"1,517ft²",,https://hk.centanet.com/findproperty/en/detail/Golden-May-Mansion_MCD366?theme=buy,22.3369319,114.1763367
BROADVIEW GARDEN・BLOCK 3,Low Floor・FLAT G・2 Rooms,Tsing Yi,5.9M,550ft²,650ft²,https://hk.centanet.com/findproperty/en/detail/BROADVIEW-GARDEN-BLOCK-3_FCX870?theme=buy,22.3474872,114.1023164
LEI KING WAN・Sites D・BLOCK 14 ON PING MANSION,Low Floor・FLAT F・3 Rooms・(1 Suite),Sai Wan Ho,10.38M,629ft²,725ft²,https://hk.centanet.com/findproperty/en/detail/LEI-KING-WAN-Sites-D-BLOCK-14-ON-PING-MANSION_DJM776?theme=buy,22.2824738,114.2227035
RUBY COURT,High Floor・3 Rooms・(1 Suite),North Point,16M,"1,378ft²",,https://hk.centanet.com/findproperty/en/detail/RUBY-COURT_DQL725?theme=buy,,
LAGUNA VERDE・PHASE 4 LAGUNA GRANDE・TOWER 16,2 Rooms,Laguna,20.5M,"1,097ft²",,https://hk.centanet.com/findproperty/en/detail/LAGUNA-VERDE-PHASE-4-LAGUNA-GRANDE-TOWER-16_SGY008?theme=buy,,
Downtown 38,Middle Floor・FLAT L・1 Room,To Kwa Wan,5.3M,309ft²,,https://hk.centanet.com/findproperty/en/detail/Downtown-38_UBU204?theme=buy,22.3173373,114.1879691
AVON PARK・BLOCK 6,FLAT F・2 Rooms,Fanling,3.58M,400ft²,518ft²,https://hk.centanet.com/findproperty/en/detail/AVON-PARK-BLOCK-6_EOE754?theme=buy,22.4916829,114.1414685
Noble Hill,Middle Floor・FLAT F・3 Rooms,Sheung Shui,9.5M,785ft²,"1,002ft²",https://hk.centanet.com/findproperty/en/detail/Noble-Hill_EPC154?theme=buy,22.5112008,114.1260991
Nan Fung Sun Chuen・BLOCK 7,Middle Floor・FLAT G・2 Rooms,Quarry Bay,5M,391ft²,474ft²,https://hk.centanet.com/findproperty/en/detail/Nan-Fung-Sun-Chuen-BLOCK-7_DDN069?theme=buy,22.2827206,114.2123009
Beacon Hill Court,Low Floor・FLAT C・3 Rooms,Kowloon Tong,15M,"1,105ft²",,https://hk.centanet.com/findproperty/en/detail/Beacon-Hill-Court_MCD217?theme=buy,22.3369319,114.1763367
SUNSHINE CITY・PHASE 3・BLOCK R,1 Room,Ma On Shan,5.5M,337ft²,449ft²,https://hk.centanet.com/findproperty/en/detail/SUNSHINE-CITY-PHASE-3-BLOCK-R_EEM921?theme=buy,22.4276756,114.2402751
YOHO TOWN・PHASE 1・BLOCK 7,2 Rooms,Yuen Long Station,6.1M,463ft²,598ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-PHASE-1-BLOCK-7_CQA227?theme=buy,22.4460876,114.0347702
Yuk Po Court・TONG WU HOUSE (BLOCK C),Middle Floor・FLAT 3・2 Rooms,Sheung Shui,4.5M,546ft²,670ft²,https://hk.centanet.com/findproperty/en/detail/Yuk-Po-Court-TONG-WU-HOUSE-(BLOCK-C)_EOG637?theme=buy,22.5112008,114.1260991
Yoho Town・Phase 1・Block 6,Middle Floor・FLAT B・3 Rooms,Yuen Long Station,9.8M,637ft²,821ft²,https://hk.centanet.com/findproperty/en/detail/Yoho-Town-Phase-1-Block-6_CQA574?theme=buy,22.4460876,114.0347702
Robinson Place・Tower 2 (Two Robinson Place ),High Floor・FLAT G・3 Rooms,Mid-Levels West,26M,"1,119ft²","1,376ft²",https://hk.centanet.com/findproperty/en/detail/Robinson-Place-Tower-2-(Two-Robinson-Place-)_LAK915?theme=buy,22.2839605,114.1439586
Century Gateway・Phase 1・Tower 1,Middle Floor・FLAT A・3 Rooms,Tuen Mun Town Centre,11.05M,718ft²,923ft²,https://hk.centanet.com/findproperty/en/detail/Century-Gateway-Phase-1-Tower-1_CWA147?theme=buy,22.3908295,113.9725126
Mei Foo Sun Chuen・Phase 1・2-4 Broadway,Low Floor・FLAT B NO. 4・3 Rooms,Mei Foo,8.5M,913ft²,,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-Phase-1-2-4-Broadway_MOA570?theme=buy,22.3366356,114.1402195
The Sherwood・Tower 1,High Floor・2 Rooms,Lam Tei,4.5M,395ft²,531ft²,https://hk.centanet.com/findproperty/en/detail/The-Sherwood-Tower-1_CIT655?theme=buy,22.4216464,113.981979
Mantin Heights・TOWER 1,Middle Floor・FLAT F・3 Rooms・(1 Suite),Ho Man Tin,23.5M,"1,089ft²",,https://hk.centanet.com/findproperty/en/detail/Mantin-Heights-TOWER-1_MMW100?theme=buy,22.318507,114.1755339
BILLIONNAIRE ROYALE,FLAT A・3 Rooms,Wong Tai Sin,16.5M,"1,014ft²","1,332ft²",https://hk.centanet.com/findproperty/en/detail/BILLIONNAIRE-ROYALE_SFY041?theme=buy,22.3548115,114.1974398
CARADO GARDEN・BLOCK 6,2 Rooms,Tai Wai,4.8M,482ft²,542ft²,https://hk.centanet.com/findproperty/en/detail/CARADO-GARDEN-BLOCK-6_EBG339?theme=buy,22.375941,114.178626
Ko Wah Building (Go Wah Mansion),Middle Floor・NO. 285A・2 Rooms,Wan Chai,4.28M,364ft²,,https://hk.centanet.com/findproperty/en/detail/Ko-Wah-Building-(Go-Wah-Mansion)_TDI387?theme=buy,22.276022,114.1751471
Stanley Court,House・3 Rooms・(1 Suite),Stanley,62M,"2,058ft²","2,713ft²",https://hk.centanet.com/findproperty/en/detail/Stanley-Court_TEA360?theme=buy,,
Lung Cheung Court・Block 8,Middle Floor・FLAT C・3 Rooms,Kowloon Tong,15.84M,"1,204ft²",,https://hk.centanet.com/findproperty/en/detail/Lung-Cheung-Court-Block-8_MCH472?theme=buy,22.3369319,114.1763367
ALLWAY GARDEN・BLOCK D,Low Floor・FLAT 2・2 Rooms,Tsuen King Circuit,3.3M,436ft²,499ft²,https://hk.centanet.com/findproperty/en/detail/ALLWAY-GARDEN-BLOCK-D_CMO385?theme=buy,22.3765822,114.1072333
ARTS MANSION,FLAT B・3 Rooms,Happy Valley,25.8M,"1,051ft²","1,222ft²",https://hk.centanet.com/findproperty/en/detail/ARTS-MANSION_TAM299?theme=buy,,
GREENPARK VILLA・BLOCK 2,Middle Floor・FLAT H・3 Rooms・(1 Suite),Fanling,6.28M,716ft²,826ft²,https://hk.centanet.com/findproperty/en/detail/GREENPARK-VILLA-BLOCK-2_EOO685?theme=buy,22.4916829,114.1414685
Century Link・PHASE 1・Tower 3A,Low Floor・FLAT 8・1 Room,Tung Chung Town Centre,5.5M,378ft²,,https://hk.centanet.com/findproperty/en/detail/Century-Link-PHASE-1-Tower-3A_FGZ113?theme=buy,22.2873743,113.9425086
HIGHLAND PARK・TOWER 3,FLAT E・2 Rooms,Lai King,4.68M,487ft²,,https://hk.centanet.com/findproperty/en/detail/HIGHLAND-PARK-TOWER-3_MPG087?theme=buy,22.3472644,114.1279688
SOUTHORN GARDEN,FLAT 10・2 Rooms,Wan Chai,7.03M,423ft²,542ft²,https://hk.centanet.com/findproperty/en/detail/SOUTHORN-GARDEN_TCK482?theme=buy,22.276022,114.1751471
The Sparkle・Block 1,FLAT C・2 Rooms,Four Little Dragons,7.5M,522ft²,732ft²,https://hk.centanet.com/findproperty/en/detail/The-Sparkle-Block-1_MPN283?theme=buy,,
FANLING CENTRE・Phase 1,High Floor・FLAT 6・3 Rooms・(1 Suite),Fanling,5.35M,513ft²,658ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-CENTRE-Phase-1_EOA835?theme=buy,22.4916829,114.1414685
The Reach・Tower 5,High Floor・FLAT H・2 Rooms,Yuen Long Southeast,5.17M,424ft²,575ft²,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-5_CVB796?theme=buy,22.4445376,114.0222076
Ellery Terrace,High Floor・FLAT E・3 Rooms,Ho Man Tin,18.9M,913ft²,"1,169ft²",https://hk.centanet.com/findproperty/en/detail/Ellery-Terrace_MGP733?theme=buy,22.318507,114.1755339
No. 93 Pau Chung Street,Middle Floor・FLAT J・2 Rooms,To Kwa Wan,8.18M,552ft²,,https://hk.centanet.com/findproperty/en/detail/No--93-Pau-Chung-Street_UBR078?theme=buy,22.3173373,114.1879691
MOUNT KELLETT ROAD,HOUSE 9・3 Rooms,Peak,90M,"1,690ft²","2,300ft²",https://hk.centanet.com/findproperty/en/detail/MOUNT-KELLETT-ROAD_TEA155?theme=buy,,
LAICHIKOK BAY GARDEN・BLOCK D,FLAT D3・3 Rooms,Lai Wan,5.35M,552ft²,,https://hk.centanet.com/findproperty/en/detail/LAICHIKOK-BAY-GARDEN-BLOCK-D_MOD086?theme=buy,,
CITY ONE SHATIN・SITE 3・BLOCK 31,2 Rooms,City One Shatin,4.3M,327ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-3-BLOCK-31_EAL579?theme=buy,22.3867692,114.2026412
Ying Piu Mansion,Middle Floor・FLAT C・2 Rooms,Mid-Levels West,8.9M,404ft²,569ft²,https://hk.centanet.com/findproperty/en/detail/Ying-Piu-Mansion_LAX098?theme=buy,22.2839605,114.1439586
EVERGREEN VILLA・BLOCK B,Middle Floor・3 Rooms,Mid-Levels East,72M,"2,363ft²","2,700ft²",https://hk.centanet.com/findproperty/en/detail/EVERGREEN-VILLA-BLOCK-B_TAO932?theme=buy,22.2816223,114.147865
LEI KING WAN・SITES C・BLOCK 9 YEE CHEUNG MANSION,High Floor・FLAT C・2 Rooms,Sai Wan Ho,5.8M,431ft²,512ft²,https://hk.centanet.com/findproperty/en/detail/LEI-KING-WAN-SITES-C-BLOCK-9-YEE-CHEUNG-MANSION_DIQ945?theme=buy,22.2824738,114.2227035
SERENITY PARK・PHASE 1,1 Room,Tai Po Town Centre,4.3M,355ft²,471ft²,https://hk.centanet.com/findproperty/en/detail/SERENITY-PARK-PHASE-1_ANH928?theme=buy,22.4423218,114.1655064
SAVANNAH・TOWER 3B,Middle Floor・FLAT B・2 Rooms,Tseung Kwan O,9.8M,478ft²,,https://hk.centanet.com/findproperty/en/detail/SAVANNAH-TOWER-3B_UEY440?theme=buy,22.3089111,114.2635572
ANTUNG BUILDING,FLAT A・2 Rooms,Wan Chai,5.65M,455ft²,,https://hk.centanet.com/findproperty/en/detail/ANTUNG-BUILDING_TDG321?theme=buy,22.276022,114.1751471
THE SPARKLE・BLOCK 1,Middle Floor・FLAT E・3 Rooms,Four Little Dragons,9.8M,670ft²,907ft²,https://hk.centanet.com/findproperty/en/detail/THE-SPARKLE-BLOCK-1_MPN721?theme=buy,,
ELIZABETH HOUSE・BLOCK C,Low Floor・FLAT 3・3 Rooms,Causeway Bay,11.5M,694ft²,802ft²,https://hk.centanet.com/findproperty/en/detail/ELIZABETH-HOUSE-BLOCK-C_TCG181?theme=buy,22.2859787,114.1914919
Laichikok Bay Garden・BLOCK D,Middle Floor・FLAT D2・2 Rooms,Lai Wan,5.6M,532ft²,,https://hk.centanet.com/findproperty/en/detail/Laichikok-Bay-Garden-BLOCK-D_MPE991?theme=buy,,
Kornhill・Block C (Flat 9 - 16),High Floor・FLAT 13・3 Rooms,Kornhill,8.6M,594ft²,752ft²,https://hk.centanet.com/findproperty/en/detail/Kornhill-Block-C-(Flat-9---16)_DEB509?theme=buy,22.2828318,114.2160161
CELESTE COURT,3 Rooms,Happy Valley,20.8M,794ft²,,https://hk.centanet.com/findproperty/en/detail/CELESTE-COURT_TAK402?theme=buy,,
MEI FOO SUN CHUEN・PHASE 8・98-100 BROADWAY,Low Floor・FLAT B NO. 100・2 Rooms,Mei Foo,6.98M,648ft²,,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-PHASE-8-98-100-BROADWAY_MOP311?theme=buy,22.3366356,114.1402195
ELLERY TERRACE,FLAT A・3 Rooms,Ho Man Tin,12.5M,949ft²,"1,222ft²",https://hk.centanet.com/findproperty/en/detail/ELLERY-TERRACE_MGD285?theme=buy,22.318507,114.1755339
Manor Centre・Block 7,Low Floor・FLAT A・2 Rooms,Cheung Sha Wan,3.98M,315ft²,385ft²,https://hk.centanet.com/findproperty/en/detail/Manor-Centre-Block-7_MMI812?theme=buy,22.3358055,114.1494892
FONTANA GARDENS・BLOCK 22 - 25,Low Floor・NO. 22・3 Rooms,Tai Hang Mid-Levels,53M,"2,560ft²","3,000ft²",https://hk.centanet.com/findproperty/en/detail/FONTANA-GARDENS-BLOCK-22---25_TAH878?theme=buy,22.2816223,114.147865
LA CITE NOBLE・BLOCK 4,High Floor・FLAT B・3 Rooms,Hang Hau,7.3M,561ft²,774ft²,https://hk.centanet.com/findproperty/en/detail/LA-CITE-NOBLE-BLOCK-4_SBZ952?theme=buy,22.3172623,114.2672828
CLAYMORE LODGE,High Floor・FLAT A・Studio,Happy Valley,4.8M,284ft²,,https://hk.centanet.com/findproperty/en/detail/CLAYMORE-LODGE_TAD708?theme=buy,,
Kornville・Tower 2,Low Floor・FLAT A・3 Rooms,Quarry Bay,9.5M,604ft²,777ft²,https://hk.centanet.com/findproperty/en/detail/Kornville-Tower-2_DDZ390?theme=buy,22.2827206,114.2123009
SUN COURT,Low Floor・FLAT C・2 Rooms,Kennedy Town,7.18M,457ft²,582ft²,https://hk.centanet.com/findproperty/en/detail/SUN-COURT_LDB913?theme=buy,22.2822235,114.1292619
VILLA BY THE PARK・BLOCK 5,High Floor・2 Rooms,Yuen Long Town Centre,5.1M,429ft²,570ft²,https://hk.centanet.com/findproperty/en/detail/VILLA-BY-THE-PARK-BLOCK-5_COD663?theme=buy,22.4445376,114.0222076
Causeway Centre・Block B,High Floor・FLAT 7・1 Room,Wan Chai,7.3M,357ft²,,https://hk.centanet.com/findproperty/en/detail/Causeway-Centre-Block-B_TCE291?theme=buy,22.276022,114.1751471
Pearl City Mansion・BLOCK A,High Floor・FLAT A10・2 Rooms,Causeway Bay,5.9M,424ft²,495ft²,https://hk.centanet.com/findproperty/en/detail/Pearl-City-Mansion-BLOCK-A_TDA510?theme=buy,22.2859787,114.1914919
MEI FOO SUN CHUEN・Phase 3・6-8 GLEE PATH,Low Floor・FLAT C NO. 6・2 Rooms,Mei Foo,7.1M,717ft²,,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-Phase-3-6-8-GLEE-PATH_MPE561?theme=buy,22.3366356,114.1402195
Aegean Coast・TOWER 8,Middle Floor・FLAT F・3 Rooms,So Kwun Wat,5.98M,644ft²,850ft²,https://hk.centanet.com/findproperty/en/detail/Aegean-Coast-TOWER-8_CCQ688?theme=buy,22.3754639,113.9987128
THE GRAND PANORAMA・BLOCK 3,Middle Floor・FLAT D・3 Rooms,Mid-Levels West,20.68M,"1,014ft²","1,295ft²",https://hk.centanet.com/findproperty/en/detail/THE-GRAND-PANORAMA-BLOCK-3_LBC308?theme=buy,22.2839605,114.1439586
Grandeur Garden・Block 4,Low Floor・FLAT H・1 Room,Tai Wai,5.1M,340ft²,463ft²,https://hk.centanet.com/findproperty/en/detail/Grandeur-Garden-Block-4_EBQ302?theme=buy,22.375941,114.178626
CENTRA HORIZON・TOWER 9,2 Rooms,Pak Shek Kok,8.8M,617ft²,,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON-TOWER-9_AUL250?theme=buy,22.4280945,114.2082325
MEI FOO SUN CHUEN・PHASE 3・72-74 BROADWAY,3 Rooms,Mei Foo,6.8M,704ft²,,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-PHASE-3-72-74-BROADWAY_MPE177?theme=buy,22.3366356,114.1402195
Twin Regency・Tower 1,1 Room,Long Ping,4.68M,398ft²,,https://hk.centanet.com/findproperty/en/detail/Twin-Regency-Tower-1_CVU382?theme=buy,,
Prosperous Height,Low Floor・FLAT D・3 Rooms,Mid-Levels West,13.8M,619ft²,864ft²,https://hk.centanet.com/findproperty/en/detail/Prosperous-Height_LAM902?theme=buy,22.2839605,114.1439586
BANYAN GARDEN・PHASE 1・TOWER 2,2 Rooms,Four Little Dragons,6.48M,468ft²,631ft²,https://hk.centanet.com/findproperty/en/detail/BANYAN-GARDEN-PHASE-1-TOWER-2_MOS200?theme=buy,,
Whampoa Garden・Phase 9 Lily Mansions・Block 5,Middle Floor・FLAT G・3 Rooms,Whampoa,11.5M,805ft²,912ft²,https://hk.centanet.com/findproperty/en/detail/Whampoa-Garden-Phase-9-Lily-Mansions-Block-5_SGR939?theme=buy,1.3245132,103.8572252
Mount East,High Floor・FLAT C・3 Rooms,North Point,13.68M,694ft²,901ft²,https://hk.centanet.com/findproperty/en/detail/Mount-East_DQN995?theme=buy,,
Kingswood Villas・Phase 7 Kenswood Court・BLOCK 3,3 Rooms,Tin Shui Wai,9.86M,986ft²,"1,180ft²",https://hk.centanet.com/findproperty/en/detail/Kingswood-Villas-Phase-7-Kenswood-Court-BLOCK-3_CJT276?theme=buy,22.4606419,114.0041996
SEA CREST VILLA・Phase 3・BLOCK 7,High Floor・FLAT B・3 Rooms・(1 Suite),Sham Tseng,6.8M,657ft²,837ft²,https://hk.centanet.com/findproperty/en/detail/SEA-CREST-VILLA-Phase-3-BLOCK-7_CCT507?theme=buy,22.367102,114.058809
ONE KAI TAK・II・TOWER 5,2 Rooms,Kai Tak New Area,11M,563ft²,,https://hk.centanet.com/findproperty/en/detail/ONE-KAI-TAK-II-TOWER-5_UGA698?theme=buy,22.3246084,114.1990482
